quadratid,y,x,label_name,label,func_group,method,data_set
42017277602.jpg,571,183,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,518,325,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,496,387,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,426,271,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,520,294,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,495,519,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,569,468,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277602.jpg,474,546,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,590,771,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,491,719,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,506,792,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,600,678,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,675,164,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,752,585,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,718,532,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,773,626,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,817,105,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,948,79,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,890,243,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,959,341,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,830,254,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,838,528,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,957,554,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,807,536,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,866,615,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,837,614,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,807,645,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277602.jpg,898,943,Stylophora,BRA_RND_St,Hard Coral,random,test
42017277602.jpg,889,920,Stylophora,BRA_RND_St,Hard Coral,random,test
42017277602.jpg,850,844,Epillithic Algal Matrix,Unc,Algae,random,test
42017277702.jpg,169,322,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,168,486,Epillithic Algal Matrix,Unc,Algae,random,test
42017277702.jpg,98,636,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,215,614,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,194,719,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,142,945,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,334,216,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,350,287,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,362,421,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,413,476,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,359,515,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,369,596,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,301,789,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,247,673,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,399,745,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,275,756,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,290,876,Crinoids,MINV_CRI,Other Invertebrates,random,test
42017277702.jpg,458,276,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,594,242,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,535,269,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,562,531,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,433,776,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,570,909,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,470,896,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,463,968,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277702.jpg,650,149,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,680,116,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,624,145,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,697,296,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,630,403,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,624,580,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,622,649,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277702.jpg,718,751,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277702.jpg,719,627,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277702.jpg,624,933,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277702.jpg,802,370,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277702.jpg,803,878,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,237,108,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,107,336,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,149,361,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,83,674,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,82,669,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,90,728,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,183,713,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,175,663,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,235,824,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,72,835,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,290,143,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,279,150,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,361,143,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,342,130,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,311,422,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,357,245,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,335,391,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,388,392,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,410,503,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,363,794,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,260,738,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,351,875,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,260,916,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,444,92,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,493,70,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,539,210,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,476,340,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,520,461,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,680,139,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,625,52,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,638,152,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,697,91,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,747,416,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
42017277802.jpg,620,469,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,730,762,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,627,790,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,672,640,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,765,756,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,700,647,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,762,772,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,651,836,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277802.jpg,717,899,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,883,453,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
42017277802.jpg,849,725,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,970,893,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277802.jpg,964,899,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,198,129,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,137,266,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,113,312,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,213,239,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,150,255,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,211,425,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,134,564,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,165,448,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,87,433,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277902.jpg,156,485,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,67,686,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,154,838,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,189,959,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,391,411,Epillithic Algal Matrix,Unc,Algae,random,test
42017277902.jpg,306,508,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,238,546,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,344,524,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,306,435,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,345,536,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,335,495,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,313,622,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,272,795,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,348,682,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,278,664,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277902.jpg,287,959,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,552,213,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,587,243,Epillithic Algal Matrix,Unc,Algae,random,test
42017277902.jpg,583,894,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,741,187,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277902.jpg,792,123,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,765,164,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,778,569,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,672,827,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,723,832,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,913,109,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,942,135,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,880,288,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,872,241,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,803,528,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,903,574,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,950,603,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,849,579,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,963,715,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,921,924,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277902.jpg,930,885,Foliose Strap/ Branched algae,MACR_Fol_B,Algae,random,test
42017277902.jpg,976,901,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42017277902.jpg,861,975,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,312,696,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
42018017001.jpg,96,962,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
42018017001.jpg,199,1129,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
42018017001.jpg,86,1243,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
42018017001.jpg,132,1133,Epillithic Algal Matrix,Unc,Algae,random,test
42018017001.jpg,437,889,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,371,1077,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
42018017001.jpg,716,257,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,720,295,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,785,456,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,597,782,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,726,767,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,783,771,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,622,897,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,757,1029,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,725,1027,Other sesile invertebrates soft hexacorrallia,SINV_HEX_O,Other Invertebrates,random,test
42018017001.jpg,840,138,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,928,303,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,851,308,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,921,83,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,840,519,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,1055,402,Other sesile invertebrates soft hexacorrallia,SINV_HEX_O,Other Invertebrates,random,test
42018017001.jpg,860,974,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,919,902,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,905,1310,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,1299,482,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,1200,352,Other sesile invertebrates soft hexacorrallia,SINV_HEX_O,Other Invertebrates,random,test
42018017001.jpg,1196,584,Other sesile invertebrates soft hexacorrallia,SINV_HEX_O,Other Invertebrates,random,test
42018017001.jpg,1337,626,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,1129,642,Other sesile invertebrates soft hexacorrallia,SINV_HEX_O,Other Invertebrates,random,test
42018017001.jpg,1319,982,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017001.jpg,1327,932,Other sesile invertebrates soft hexacorrallia,SINV_HEX_O,Other Invertebrates,random,test
42018017001.jpg,1307,935,Other sesile invertebrates soft hexacorrallia,SINV_HEX_O,Other Invertebrates,random,test
42018017001.jpg,1210,889,Other sesile invertebrates soft hexacorrallia,SINV_HEX_O,Other Invertebrates,random,test
42018017101.jpg,846,233,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,705,114,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,772,486,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,833,524,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,829,1061,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,917,316,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,958,126,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,973,308,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1061,194,Epillithic Algal Matrix,Unc,Algae,random,test
42018017101.jpg,1022,590,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1119,723,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,958,820,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1077,765,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1128,1026,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1091,986,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1075,898,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1100,1313,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1061,1285,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1268,535,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1404,404,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017101.jpg,1189,582,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1225,1020,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1145,1270,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017101.jpg,1198,1198,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,225,181,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,88,1152,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,193,1255,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,269,1443,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,205,1453,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,527,468,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,413,1268,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,444,1468,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,607,1446,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,448,1281,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017201.jpg,374,1212,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,852,1144,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,903,996,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,679,1417,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,1015,388,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,1009,779,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,989,912,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,970,952,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,1184,1141,Massive or encrusting sponges,SINV_SPO_M,Other Invertebrates,random,test
42018017201.jpg,1263,116,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,1417,482,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,1415,691,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017201.jpg,1235,865,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,200,251,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,127,414,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,191,656,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017301.jpg,219,1139,Loose Substrate: Sand,LSUB_SAND,Other,random,test
42018017301.jpg,337,1455,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
42018017301.jpg,563,156,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,435,316,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,616,597,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,485,464,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,436,631,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,453,703,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,632,976,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,566,963,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,446,987,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,592,1208,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,792,196,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,844,424,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,887,1187,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,975,262,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,976,167,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,1006,393,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,1118,1110,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,962,1220,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,1229,346,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017301.jpg,1357,623,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,310,257,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,156,1084,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,417,402,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,459,456,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,365,1079,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,640,73,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,615,410,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,624,505,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,797,638,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,639,746,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,596,685,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,821,1010,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017401.jpg,708,1108,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,751,1172,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,667,1171,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017401.jpg,920,800,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,1069,679,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017401.jpg,830,1166,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017501.jpg,220,276,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,73,267,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,179,937,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017501.jpg,163,1261,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017501.jpg,191,1150,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017501.jpg,508,305,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017501.jpg,470,133,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,434,178,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,397,596,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,454,739,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,494,833,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,356,843,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,763,995,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,763,820,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,744,1038,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,977,290,Loose Substrate: Sand,LSUB_SAND,Other,random,test
42018017501.jpg,846,689,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,1013,937,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,1122,214,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017501.jpg,1266,342,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017501.jpg,1314,1089,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42018017601.jpg,112,775,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017601.jpg,239,749,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017601.jpg,282,804,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42018017601.jpg,142,982,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
